record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat
4741,IB,Iberia,IB5080,SAL,MAD,19/12/2025 10:33,19/12/2025 15:16,271,ON_TIME,0,E190,ECONOMY,25A
4742,AA,AMERICAN AIRLINES,AA0220,PTY,BOG,10/11/2025 10:18,10/11/2025 11:15,65,ON_TIME,0,A321,ECONOMY,30C
4743,CM,Copa Airlines,CM8834,MIA,SAP,8/02/2025 10:35,2/08/2025 13:39,181,ON_TIME,0,B737,ECONOMY,32B
4744,B6,JetBlue,B64899,SAL,BCN,10/07/2024 00:02,10/07/2024 01:24,64,ON_TIME,0,B737,ECONOMY,17E
4745,B6,JetBlue,B61339,SAP,CUN,06-23-2025 06:30 PM,23/06/2025 21:06,144,ON_TIME,0,B738,BUSINESS,4B
4746,DL,Delta,DL7132,LIM,MEX,16/02/2024 06:59,16/02/2024 09:31,136,ON_TIME,0,B737,ECONOMY,37B
4747,WN,SOUTHWEST,WN3172,CUN,JFK,22/09/2024 10:20,22/09/2024 14:21,245,ON_TIME,0,A320,ECONOMY,37A
4748,UA,United,UA5885,JFK,HAV,7/03/2025 04:09,7/03/2025 10:48,388,ON_TIME,0,B738,ECONOMY,26D
4749,IB,Iberia,IB0542,bcn,LIM,23/06/2025 09:11,23/06/2025 16:43,357,DELAYED,102,B787,ECONOMY,26D
4750,AV,AVIANCA,AV1281,PTY,BOG,12/10/2024 03:28,12/10/2024 09:27,356,ON_TIME,0,B737,ECONOMY,33D
4751,DL,Delta,DL9292,HAV,BCN,1/05/2024 01:50,1/05/2024 06:23,270,ON_TIME,0,B777,ECONOMY,23D
4752,CM,Copa Airlines,CM0139,SAP,GUA,1/10/2024 13:04,10/01/2024 18:37,332,ON_TIME,0,CRJ9,ECONOMY,18E
4753,LA,LATAM,LA2723,CUN,PTY,24/05/2024 21:42,25/05/2024 01:16,192,ON_TIME,0,B787,ECONOMY,25F
4754,BA,British Airways,BA5039,SAL,MEX,24/03/2024 04:48,24/03/2024 10:07,312,ON_TIME,0,B767,ECONOMY,29A
4755,FR,Ryanair,FR8829,PTY,MAD,5/02/2024 20:42,6/02/2024 03:35,290,DELAYED,131,E190,PREMIUM_ECONOMY,14B
4756,WN,Southwest,WN4024,MAD,PTY,28/07/2024 22:41,29/07/2024 01:37,177,ON_TIME,0,E190,ECONOMY,44A
4757,AM,Aeromexico,AM7669,SAL,GUA,22/09/2025 14:54,09-22-2025 05:55 PM,189,ON_TIME,0,B777,ECONOMY,41F
4758,UA,UNITED,UA9031,MEX,LIM,6/03/2024 02:44,6/03/2024 09:40,401,ON_TIME,0,A319,BUSINESS,5D
4759,LA,LATAM,LA8219,JFK,LAX,23/02/2024 11:52,23/02/2024 18:16,366,ON_TIME,0,A319,BUSINESS,5D
4760,WN,Southwest,WN4983,BOG,SAL,4/02/2024 01:39,4/02/2024 08:07,367,ON_TIME,0,B757,PREMIUM_ECONOMY,15F
4761,IB,Iberia,IB2420,JFK,BOG,22/10/2024 14:35,10-22-2024 08:17 PM,320,ON_TIME,0,CRJ9,ECONOMY,28D
4762,FR,Ryanair,FR2217,LAX,JFK,19/07/2025 03:57,19/07/2025 07:56,225,ON_TIME,0,A321,ECONOMY,25B
4763,FR,Ryanair,FR3223,MIA,LIM,18/10/2024 20:44,19/10/2024 02:14,313,ON_TIME,0,A320,ECONOMY,43F
4764,AM,Aeromexico,AM5275,LIM,JFK,11/10/2024 05:44,10/11/2024 10:48,296,ON_TIME,0,E190,ECONOMY,22F
4765,WN,Southwest,WN2434,SJO,LIM,9/01/2025 12:32,9/01/2025 15:06,142,ON_TIME,0,CRJ9,ECONOMY,38B
4766,DL,DELTA,DL1374,BOG,MIA,23/11/2025 05:56,23/11/2025 09:44,193,DELAYED,42,B777,ECONOMY,17E
4767,DL,Delta,DL0744,BOG,BCN,2/02/2024 10:04,2/02/2024 14:34,279,ON_TIME,0,CRJ9,ECONOMY,43C
4768,FR,Ryanair,FR5428,GUA,MEX,4/11/2025 17:15,11/05/2025 01:09,254,DELAYED,203,A320,ECONOMY,34E
4769,UA,United,UA6353,CUN,HAV,7/09/2024 19:40,7/09/2024 23:18,194,ON_TIME,0,A321,ECONOMY,45A
4770,CM,Copa Airlines,CM4490,MAD,HAV,22/02/2024 21:55,22/02/2024 23:17,58,ON_TIME,0,B757,ECONOMY,37D
4771,BA,BRITISH AIRWAYS,BA0050,BCN,MAD,15/11/2025 16:05,15/11/2025 22:56,413,ON_TIME,0,CRJ9,ECONOMY,16A
4772,IB,Iberia,IB3808,HAV,MIA,17/06/2024 10:37,17/06/2024 14:35,173,DELAYED,55,A321,ECONOMY,39E
4773,CM,Copa Airlines,CM0654,BOG,SAL,22/01/2024 09:46,22/01/2024 13:15,209,ON_TIME,0,E190,ECONOMY,23D
4774,DL,Delta,DL0317,MAD,BCN,12/09/2025 22:27,13/09/2025 06:48,276,DELAYED,221,B739,ECONOMY,39E
4775,LA,LATAM,LA1870,CUN,LIM,30/01/2024 12:25,30/01/2024 19:07,407,ON_TIME,0,B777,ECONOMY,25B
4776,DL,Delta,DL8506,BCN,LIM,5/04/2024 19:34,4/05/2024 22:53,194,ON_TIME,0,B737,ECONOMY,41B
4777,AM,AEROMEXICO,AM88O6,PTY,LAX,7/10/2024 19:23,11/07/2024 01:48,390,ON_TIME,0,B777,ECONOMY,40E
4778,IB,IBERIA,IB4888,BOG,GUA,1/08/2025 20:57,8/01/2025 22:19,64,ON_TIME,0,A319,ECONOMY,29D
4779,BA,British Airways,BA5071,SAL,BOG,1/10/2025 21:19,2/10/2025 00:59,208,ON_TIME,0,A320,ECONOMY,23A
4780,IB,Iberia,IB7862,MIA,BOG,20/01/2025 04:07,20/01/2025 07:06,187,ON_TIME,0,B757,BUSINESS,5A
4781,CM,Copa Airlines,CM1200,JFK,MAD,18/07/2024 15:00,18/07/2024 20:31,328,ON_TIME,0,B777,PREMIUM_ECONOMY,15F
4782,AM,Aeromexico,AM2071,SJO,LAX,3/05/2024 08:16,5/03/2024 15:10,405,ON_TIME,0,B767,ECONOMY,23B
4783,AM,AEROMEXICO,AM9110,PTY,GUA,5/04/2025 12:42,5/04/2025 17:43,284,ON_TIME,0,E190,ECONOMY,35C
4784,B6,JetBlue,B68495,BCN,LIM,25/10/2025 17:13,25/10/2025 23:06,248,DELAYED,114,B737,PREMIUM_ECONOMY,11C
4785,UA,United,UA8500,MIA,MAD,11/01/2025 17:30,1/12/2025 00:15,410,ON_TIME,0,B757,ECONOMY,29E
4786,AM,Aeromexico,AM2681,LIM,CUN,14/11/2025 17:26,,,CANCELLED,,B738,ECONOMY,
4787,AA,American Airlines,AA3680,CUN,HAV,12/09/2025 04:45,12/09/2025 06:20,105,ON_TIME,0,B737,PREMIUM_ECONOMY,11C
4788,FR,Ryanair,FR2277,MEX,PTY,24/07/2024 16:00,24/07/2024 21:36,334,ON_TIME,0,B767,ECONOMY,34A
4789,UA,United,UA2462,LIM,JFK,20/10/2024 01:30,20/10/2024 04:14,143,ON_TIME,0,B757,ECONOMY,27E
4790,IB,Iberia,IB3989,BCN,GUA,20/01/2024 19:33,20/01/2024 21:37,101,ON_TIME,0,B767,BUSINESS,10B
4791,IB,IBERIA,IB3325,SAL,LAX,6/11/2025 12:26,11/06/2025 18:35,362,ON_TIME,0,A321,ECONOMY,18A
4792,FR,Ryanair,FR3101,LIM,MIA,8/03/2025 16:53,8/03/2025 18:32,83,ON_TIME,0,B738,ECONOMY,34A
4793,BA,British Airways,BA4231,BOG,BCN,7/01/2024 00:37,7/01/2024 07:07,372,ON_TIME,0,A320,ECONOMY,32C
4794,LA,LATAM,la3346,LAX,JFK,30/05/2025 14:06,30/05/2025 17:52,220,ON_TIME,0,E190,BUSINESS,8D
4795,LA,LATAM,LA9955,SAL,CUN,12/03/2024 21:23,13/03/2024 01:21,246,ON_TIME,0,B757,ECONOMY,30F
4796,AM,Aeromexico,AM6642,BOG,sap,07-14-2025 10:58 PM,15/07/2025 00:36,101,ON_TIME,0,A321,BUSINESS,8B
4797,AM,Aeromexico,AM1121,SAP,MAD,8/06/2024 04:24,8/06/2024 08:11,224,ON_TIME,0,B739,ECONOMY,20B
4798,BA,British Airways,BA4128,JFK,GUA,7/09/2025 22:40,8/09/2025 03:54,300,ON_TIME,0,CRJ9,ECONOMY,27C
4799,CM,Copa Airlines,CM0202,MEX,SAP,12/08/2024 10:20,12/08/2024 14:33,247,ON_TIME,0,CRJ9,ECONOMY,25D
4800,AM,Aeromexico,AM8548,GUA,PTY,09-22-2024 02:25 AM,22/09/2024 04:07,80,ON_TIME,0,E190,ECONOMY,22A
4801,FR,RYANAIR,FR4295,GUA,LIM,9/04/2025 16:48,,,CANCELLED,,A319,ECONOMY,
4802,AV,Avianca,AV9666,LAX,SAP,5/01/2025 05:45,5/01/2025 07:47,109,ON_TIME,0,B777,ECONOMY,34D
4803,UA,United,UA2969,SAL,BCN,23/12/2024 09:19,23/12/2024 14:13,75,DELAYED,197,E190,ECONOMY,36C
4804,B6,JETBLUE,B68026,SAL,BCN,05-29-2025 11:48 PM,30/05/2025 06:43,391,ON_TIME,0,B739,ECONOMY,30A
4805,AM,Aeromexico,AM0208,SJO,SAL,09-20-2025 11:56 PM,21/09/2025 06:09,350,ON_TIME,0,B737,ECONOMY,45A
4806,UA,UNITED,UA3409,CUN,BCN,7/01/2024 13:37,7/01/2024 16:34,166,ON_TIME,0,A319,ECONOMY,22E
4807,IB,IBERIA,IB3377,BCN,SJO,8/12/2024 23:28,9/12/2024 07:34,376,DELAYED,95,B787,ECONOMY,26B
4808,AM,Aeromexico,AM2786,MIA,MEX,2/05/2025 10:52,5/02/2025 17:23,373,ON_TIME,0,CRJ9,ECONOMY,33D
4809,WN,Southwest,WN9596,MEX,BOG,17/01/2025 00:06,17/01/2025 03:15,192,ON_TIME,0,B737,PREMIUM_ECONOMY,11A
4810,CM,COPA AIRLINES,cm3383,PTY,HAV,1/01/2025 04:22,1/01/2025 09:22,307,ON_TIME,0,B767,ECONOMY,44F
4811,LA,LATAM,LA1831,JFK,LIM,17/09/2025 09:20,17/09/2025 11:19,103,DIVERTED,0,B738,ECONOMY,24E
4812,AM,AEROMEXICO,AM5546,HAV,BOG,25/05/2025 08:27,25/05/2025 16:02,243,DELAYED,206,A320,ECONOMY,40E
4813,FR,Ryanair,FR0209,MEX,BCN,04-24-2025 08:34 AM,04-24-2025 01:56 PM,327,ON_TIME,0,E190,ECONOMY,23C
4814,WN,Southwest,WN9618,SAL,JFK,31/07/2024 18:16,31/07/2024 22:32,243,ON_TIME,0,B767,PREMIUM_ECONOMY,12F
4815,DL,Delta,DL4913,BCN,MIA,10-22-2024 02:24 AM,22/10/2024 09:00,395,ON_TIME,0,E190,ECONOMY,18A
4816,BA,British Airways,BA4430,SAP,MAD,2/09/2024 14:21,2/09/2024 22:19,261,DELAYED,203,B787,ECONOMY,19B
4817,IB,Iberia,IB0535,SJO,GUA,4/01/2024 03:17,,,CANCELLED,,A320,ECONOMY,
4818,UA,United,UA4763,SAL,CUN,20/09/2025 06:59,20/09/2025 10:46,218,ON_TIME,0,E190,ECONOMY,45E
4819,B6,JetBlue,B65704,MAD,JFK,19/04/2025 09:47,19/04/2025 12:16,144,ON_TIME,0,E190,ECONOMY,21F
4820,FR,Ryanair,FR9387,GUA,BCN,13/06/2025 19:18,06-13-2025 08:22 PM,58,DIVERTED,0,B739,ECONOMY,17F
4821,CM,Copa Airlines,CM7545,SAP,MIA,7/06/2025 11:45,7/06/2025 12:36,51,ON_TIME,0,B738,ECONOMY,44E
4822,UA,United,UA4O74,SAL,MIA,06-23-2024 09:32 PM,24/06/2024 03:55,358,ON_TIME,0,A319,ECONOMY,32D
4823,AM,Aeromexico,AM0020,SAP,BOG,8/05/2024 11:57,5/08/2024 18:40,386,ON_TIME,0,B738,PREMIUM_ECONOMY,13A
4824,BA,British Airways,BA5955,BOG,HAV,20/12/2025 20:50,12-21-2025 12:55 AM,252,ON_TIME,0,B767,ECONOMY,38D
4825,AA,American Airlines,AA0406,SJO,CUN,13/02/2024 03:00,13/02/2024 09:40,405,ON_TIME,0,B738,ECONOMY,36A
4826,AM,Aeromexico,AM7293,lim,PTY,08-30-2024 01:04 AM,30/08/2024 05:42,265,ON_TIME,0,A320,ECONOMY,37F
4827,DL,Delta,DL6733,PTY,MIA,5/04/2025 05:11,5/04/2025 11:40,398,ON_TIME,0,B767,ECONOMY,20B
4828,FR,Ryanair,FR3766,BCN,MEX,30/10/2024 04:15,30/10/2024 10:42,384,ON_TIME,0,A319,ECONOMY,30C
4829,CM,Copa Airlines,CM3263,BOG,BCN,8/06/2024 18:52,6/08/2024 22:45,229,ON_TIME,0,CRJ9,ECONOMY,23E
4830,DL,Delta,DL7048,JFK,CUN,7/06/2025 07:26,7/06/2025 12:39,298,ON_TIME,0,A321,ECONOMY,36E
4831,DL,Delta,DL0168,SAL,HAV,3/07/2025 10:02,3/07/2025 19:24,338,DELAYED,230,A319,ECONOMY,32B
4832,FR,Ryanair,FR1598,CUN,HAV,20/06/2025 11:43,20/06/2025 14:49,188,ON_TIME,0,A319,ECONOMY,19B
4833,AV,Avianca,AV0537,HAV,LAX,13/01/2025 07:59,13/01/2025 14:11,316,DELAYED,38,B757,ECONOMY,28F
4834,CM,COPA AIRLINES,CM5680,BOG,HAV,29/09/2024 11:54,09-29-2024 06:27 PM,396,ON_TIME,0,E190,ECONOMY,28B
4835,LA,LATAM,LA3871,BOG,MAD,9/05/2025 23:01,5/10/2025 05:08,377,ON_TIME,0,B787,ECONOMY,33A
4836,DL,Delta,DL5774,PTY,CUN,6/12/2025 03:16,6/12/2025 09:03,354,ON_TIME,0,A319,PREMIUM_ECONOMY,13B
4837,AV,Avianca,AV9199,BOG,MAD,23/10/2025 11:15,23/10/2025 16:22,130,DELAYED,153,A321,ECONOMY,44E
4838,AV,AVIANCA,AV8666,LAX,CUN,23/04/2025 01:28,23/04/2025 08:44,398,DELAYED,13,B767,ECONOMY,18B
4839,LA,LATAM,LA0089,JFK,MAD,29/11/2025 21:32,29/11/2025 22:43,70,ON_TIME,0,B757,BUSINESS,6E
4840,BA,British Airways,BA7540,CUN,bcn,3/04/2024 01:22,3/04/2024 02:45,72,ON_TIME,0,B777,ECONOMY,29C
4841,AV,Avianca,AV1171,PTY,MIA,10-19-2024 02:55 AM,19/10/2024 11:19,366,DELAYED,119,A320,ECONOMY,41E
4842,B6,JETBLUE,B66053,MEX,SAP,15/02/2025 08:07,15/02/2025 13:54,339,ON_TIME,0,A319,ECONOMY,44B
4843,LA,LATAM,LA4056,SJO,CUN,4/12/2025 17:10,4/12/2025 20:01,164,ON_TIME,0,B777,ECONOMY,45A
4844,WN,Southwest,WN1154,CUN,GUA,17/02/2024 07:22,17/02/2024 08:27,50,ON_TIME,0,E190,BUSINESS,5B
4845,AM,AEROMEXICO,AM5066,MIA,LIM,15/10/2024 00:23,15/10/2024 05:05,281,ON_TIME,0,B739,ECONOMY,38E
4846,IB,Iberia,IB5090,LAX,BCN,24/09/2024 16:10,25/09/2024 02:23,404,DELAYED,218,A320,PREMIUM_ECONOMY,15C
4847,UA,United,UA2564,CUN,BCN,12/08/2025 00:15,8/12/2025 06:17,356,ON_TIME,0,B739,ECONOMY,22F
4848,CM,Copa Airlines,CM1492,JFK,MAD,17/07/2025 19:38,,,CANCELLED,,A320,ECONOMY,
4849,AV,Avianca,AV4403,SAP,MIA,2/11/2024 15:01,2/11/2024 18:54,234,ON_TIME,0,B738,ECONOMY,34A
4850,UA,UNITED,UA6723,SJO,BCN,12/03/2025 22:26,12/03/2025 23:41,54,ON_TIME,0,B767,ECONOMY,23B
4851,FR,Ryanair,FR6741,JFK,CUN,16/01/2025 23:02,01-17-2025 03:34 AM,168,DELAYED,110,E190,ECONOMY,29C
4852,DL,Delta,DL4972,CUN,SJO,30/04/2024 00:48,30/04/2024 02:07,86,ON_TIME,0,A320,ECONOMY,24F
4853,AM,Aeromexico,AM4038,MEX,lax,6/11/2024 01:02,6/11/2024 06:52,331,ON_TIME,0,B767,ECONOMY,18F
4854,DL,Delta,DL1324,SAL,LAX,03-19-2024 04:43 PM,19/03/2024 20:53,233,ON_TIME,0,B737,ECONOMY,34C
4855,IB,Iberia,IB1840,LAX,GUA,8/11/2025 10:07,8/11/2025 12:24,130,ON_TIME,0,A320,PREMIUM_ECONOMY,15D
4856,AV,Avianca,AV2053,BOG,MEX,22/12/2024 18:21,22/12/2024 21:05,162,ON_TIME,0,E190,ECONOMY,44C
4857,WN,SOUTHWEST,WN9194,SAP,HAV,3/04/2025 06:01,3/04/2025 09:55,210,ON_TIME,0,B767,FIRST,2D
4858,AA,American Airlines,AA7308,GUA,LIM,5/08/2025 11:16,5/08/2025 15:31,254,ON_TIME,0,B757,ECONOMY,38D
4859,FR,Ryanair,FR8322,CUN,MEX,18/02/2025 17:05,02-19-2025 12:48 AM,225,DELAYED,230,A319,ECONOMY,32D
4860,B6,JetBlue,B66330,MEX,SAL,04-22-2025 08:43 PM,23/04/2025 03:50,407,ON_TIME,0,A320,ECONOMY,28B
4861,IB,Iberia,IB8986,JFK,PTY,24/01/2024 18:51,25/01/2024 01:05,262,DELAYED,90,CRJ9,ECONOMY,40D
4862,IB,Iberia,IB6138,MEX,PTY,9/08/2024 05:21,9/08/2024 12:09,298,DELAYED,92,A321,ECONOMY,34F
4863,CM,Copa Airlines,CM27O6,MIA,MEX,2/12/2024 18:25,12/03/2024 00:17,339,ON_TIME,0,B737,ECONOMY,41F
4864,LA,LATAM,LA5188,SJO,SAP,17/06/2024 02:54,17/06/2024 05:12,130,ON_TIME,0,B767,PREMIUM_ECONOMY,13E
4865,BA,British Airways,BA2718,MAD,HAV,15/04/2024 01:23,15/04/2024 04:56,209,ON_TIME,0,B787,ECONOMY,19B
4866,AV,Avianca,AV6754,LIM,MIA,31/08/2024 15:32,1/09/2024 00:41,404,DELAYED,153,A319,ECONOMY,24F
4867,FR,Ryanair,FR8591,SAL,MAD,3/12/2025 10:17,3/12/2025 11:56,82,ON_TIME,0,E190,ECONOMY,30C
4868,BA,British Airways,BA3750,LAX,JFK,3/01/2025 06:32,3/01/2025 10:56,257,ON_TIME,0,E190,ECONOMY,37C
4869,FR,Ryanair,FR8532,HAV,CUN,24/12/2024 00:31,,,CANCELLED,,B739,PREMIUM_ECONOMY,
4870,DL,Delta,DL3591,MIA,MEX,28/04/2024 15:01,28/04/2024 22:22,417,ON_TIME,0,CRJ9,ECONOMY,42A
4871,B6,JetBlue,B67160,PTY,MEX,26/07/2024 03:11,07-26-2024 05:24 AM,119,ON_TIME,0,CRJ9,ECONOMY,24B
4872,FR,RYANAIR,FR6941,SAP,LAX,28/07/2025 19:03,29/07/2025 01:34,396,ON_TIME,0,B737,ECONOMY,36A
4873,DL,Delta,DL2136,SAP,LIM,07-22-2024 07:30 PM,07-23-2024 01:33 AM,352,ON_TIME,0,B737,ECONOMY,26E
4874,AV,Avianca,AV0673,MEX,MIA,31/10/2024 18:32,31/10/2024 21:03,128,ON_TIME,0,B767,PREMIUM_ECONOMY,11D
4875,WN,Southwest,WN6893,SAP,LAX,31/08/2025 01:07,31/08/2025 04:14,174,ON_TIME,0,B787,PREMIUM_ECONOMY,12F
4876,BA,BRITISH AIRWAYS,BA9458,SAP,MAD,10-25-2025 03:53 PM,25/10/2025 23:17,215,DELAYED,219,E190,ECONOMY,26B
4877,IB,Iberia,ib0057,LIM,JFK,19/06/2024 21:44,06-20-2024 01:01 AM,204,ON_TIME,0,B737,BUSINESS,10A
4878,LA,LATAM,LA5351,PTY,SAP,5/10/2024 15:32,5/10/2024 22:20,410,ON_TIME,0,B757,ECONOMY,35F
4879,CM,Copa Airlines,CM3592,SAP,SJO,19/07/2025 08:45,07-19-2025 01:05 PM,239,ON_TIME,0,B757,PREMIUM_ECONOMY,15A
4880,CM,Copa Airlines,CM6772,HAV,BOG,11/12/2025 02:13,12/11/2025 04:42,134,ON_TIME,0,A321,PREMIUM_ECONOMY,11A
4881,LA,LATAM,LA3520,LAX,SAP,02-24-2024 02:54 PM,24/02/2024 20:58,374,ON_TIME,0,B777,ECONOMY,34D
4882,AM,Aeromexico,AM8141,BOG,HAV,19/12/2024 16:53,19/12/2024 21:11,249,ON_TIME,0,B737,ECONOMY,16F
4883,UA,United,UA6169,SAL,PTY,4/02/2025 04:42,2/04/2025 10:09,322,ON_TIME,0,CRJ9,ECONOMY,24D
4884,AM,Aeromexico,AM5452,CUN,LIM,21/09/2025 22:37,21/09/2025 23:26,48,ON_TIME,0,E190,ECONOMY,42B
4885,IB,Iberia,IB4469,HAV,BCN,28/04/2025 09:08,28/04/2025 10:59,98,ON_TIME,0,B738,ECONOMY,28A
4886,FR,RYANAIR,FR4561,PTY,LIM,07-16-2025 04:32 AM,16/07/2025 07:51,178,ON_TIME,0,B738,ECONOMY,43C
4887,UA,United,UA4598,SAP,JFK,3/01/2025 15:11,1/03/2025 18:26,94,DELAYED,76,B767,ECONOMY,30A
4888,BA,British Airways,BA1629,PTY,BOG,27/12/2025 19:53,27/12/2025 21:55,118,ON_TIME,0,E190,ECONOMY,32A
4889,IB,Iberia,IB2670,MEX,JFK,14/10/2025 19:55,15/10/2025 00:47,93,DELAYED,207,A320,ECONOMY,43C
4890,AA,American Airlines,AA1878,MEX,SJO,10-13-2024 11:45 AM,10-13-2024 05:26 PM,318,ON_TIME,0,B739,ECONOMY,23A
4891,IB,Iberia,IB5621,LIM,PTY,10/06/2024 12:01,10/06/2024 15:07,169,ON_TIME,0,B737,PREMIUM_ECONOMY,12A
4892,AM,Aeromexico,am3379,CUN,GUA,06-26-2025 10:01 AM,26/06/2025 12:06,103,ON_TIME,0,B737,PREMIUM_ECONOMY,15F
4893,AA,American Airlines,AA6904,CUN,BOG,1/05/2025 10:47,1/05/2025 17:37,417,ON_TIME,0,B737,ECONOMY,32A
4894,CM,Copa Airlines,CM3061,HAV,MAD,29/05/2024 07:58,05-29-2024 11:36 AM,207,ON_TIME,0,E190,PREMIUM_ECONOMY,14D
4895,DL,DELTA,DL6969,LAX,PTY,18/06/2025 00:20,18/06/2025 01:44,72,ON_TIME,0,A321,ECONOMY,43A
4896,WN,Southwest,WN1000,GUA,SAL,14/09/2024 10:30,14/09/2024 14:10,197,ON_TIME,0,A320,ECONOMY,26A
4897,AM,Aeromexico,AM3867,CUN,SAL,24/04/2024 14:39,04-24-2024 05:09 PM,102,DELAYED,55,B767,ECONOMY,38C
4898,DL,DELTA,DL3366,MEX,CUN,3/12/2024 06:15,3/12/2024 12:18,354,ON_TIME,0,B739,ECONOMY,33E
4899,IB,Iberia,IB3752,MEX,LAX,10/01/2024 01:22,10/01/2024 07:47,378,ON_TIME,0,B777,BUSINESS,5D
4900,FR,Ryanair,FR1409,MIA,LIM,25/05/2024 15:33,25/05/2024 22:45,416,ON_TIME,0,A320,ECONOMY,44A
4901,FR,RYANAIR,FR3347,LAX,MAD,20/05/2025 00:00,20/05/2025 05:59,228,DELAYED,141,B787,ECONOMY,44B
4902,AV,Avianca,AV9637,gua,BCN,9/05/2024 07:57,5/09/2024 09:13,69,ON_TIME,0,B738,ECONOMY,32A
4903,CM,Copa Airlines,CM1647,SJO,GUA,21/11/2025 18:47,22/11/2025 05:27,416,DELAYED,216,B757,ECONOMY,40A
4904,AM,AEROMEXICO,AM5039,MAD,LAX,21/08/2025 09:45,21/08/2025 13:55,254,DIVERTED,0,A321,ECONOMY,45B
4905,WN,Southwest,WN4762,GUA,SJO,5/09/2024 12:39,9/05/2024 17:05,270,ON_TIME,0,B737,FIRST,2C
4906,AV,Avianca,AV8741,SAP,SAL,9/10/2024 07:15,10/09/2024 14:26,417,ON_TIME,0,B777,ECONOMY,43C
4907,AA,AMERICAN AIRLINES,AA1214,MEX,CUN,20/11/2024 05:15,20/11/2024 11:11,364,ON_TIME,0,A319,ECONOMY,26C
4908,CM,Copa Airlines,CM5951,SJO,MIA,11/09/2025 20:23,9/12/2025 00:02,202,ON_TIME,0,B757,ECONOMY,35C
4909,B6,JetBlue,b63517,GUA,BOG,7/11/2025 21:06,8/11/2025 00:01,173,ON_TIME,0,B757,ECONOMY,23A
4910,B6,JetBlue,B66676,BOG,HAV,8/03/2025 01:24,3/08/2025 05:19,218,ON_TIME,0,E190,ECONOMY,26E
4911,AV,Avianca,AV3260,HAV,MIA,14/07/2025 09:08,14/07/2025 14:29,305,ON_TIME,0,B767,ECONOMY,16E
4912,WN,Southwest,WN6429,SAL,LAX,29/01/2025 12:19,29/01/2025 14:54,132,ON_TIME,0,A320,ECONOMY,16A
4913,WN,Southwest,WN5997,GUA,BCN,30/12/2024 07:45,30/12/2024 10:15,154,ON_TIME,0,CRJ9,BUSINESS,4B
4914,AA,American Airlines,AA9157,GUA,BCN,6/04/2024 03:44,4/06/2024 08:29,250,DELAYED,11,A320,ECONOMY,21C
4915,CM,Copa Airlines,CM9375,MIA,CUN,05-24-2025 03:44 PM,24/05/2025 18:59,196,ON_TIME,0,B787,PREMIUM_ECONOMY,15F
4916,BA,British Airways,BA4475,LIM,MEX,26/10/2025 02:21,26/10/2025 08:33,365,ON_TIME,0,A321,ECONOMY,41A
4917,AM,Aeromexico,AM5801,MAD,HAV,2/12/2025 15:54,2/12/2025 18:05,133,ON_TIME,0,B757,ECONOMY,44A
4918,WN,Southwest,WN8591,mia,CUN,6/12/2024 14:38,,,CANCELLED,,B787,ECONOMY,
4919,AA,American Airlines,AA3185,SAP,CUN,6/08/2024 06:48,6/08/2024 07:45,49,ON_TIME,0,B757,ECONOMY,34B
4920,LA,LATAM,LA0209,SAL,GUA,10-20-2025 11:29 PM,21/10/2025 05:42,361,DIVERTED,0,B777,ECONOMY,38B
4921,CM,COPA AIRLINES,CM0185,HAV,SAP,6/10/2025 21:20,6/10/2025 23:30,135,ON_TIME,0,B738,ECONOMY,41E
4922,AV,Avianca,AV9620,BCN,SJO,22/03/2025 18:22,23/03/2025 01:17,395,ON_TIME,0,A319,ECONOMY,34B
4923,AA,American Airlines,AA5320,MAD,SJO,1/10/2025 09:24,1/10/2025 11:15,99,ON_TIME,0,B737,ECONOMY,45F
4924,LA,LATAM,LA0772,BCN,CUN,31/05/2024 19:44,31/05/2024 22:57,195,ON_TIME,0,B777,ECONOMY,26C
4925,BA,British Airways,BA0269,BOG,BCN,16/06/2025 14:26,16/06/2025 20:49,391,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,11B
4926,LA,LATAM,LA9157,LIM,CUN,13/12/2024 23:35,14/12/2024 04:21,130,DELAYED,143,CRJ9,PREMIUM_ECONOMY,13C
4927,WN,Southwest,WN4090,PTY,MEX,7/08/2025 22:07,8/08/2025 01:12,186,ON_TIME,0,B738,ECONOMY,31F
4928,BA,British Airways,BA5994,SAP,LAX,29/04/2024 15:36,04-29-2024 09:28 PM,362,ON_TIME,0,B767,ECONOMY,32A
4929,B6,JetBlue,B63334,JFK,LIM,28/03/2025 15:39,03-28-2025 10:28 PM,393,ON_TIME,0,B757,ECONOMY,42B
4930,UA,United,UA6705,LAX,MIA,4/11/2024 22:02,11/05/2024 04:25,378,ON_TIME,0,CRJ9,ECONOMY,23C
4931,CM,Copa Airlines,CM8322,SAL,JFK,19/07/2024 22:26,07-20-2024 04:19 AM,349,DIVERTED,0,B757,PREMIUM_ECONOMY,15C
4932,IB,Iberia,IB7768,SAL,BCN,11/04/2024 19:33,11/04/2024 22:12,155,ON_TIME,0,B738,ECONOMY,43E
4933,DL,Delta,DL7163,MAD,LAX,01-24-2024 01:59 PM,01-24-2024 04:14 PM,123,ON_TIME,0,B737,ECONOMY,37D
